Year,Section,Team,Rank,Points,Season_Progress,Urgency_Score
2021,5,北海道コンサドーレ札幌,13,4,0.13157894736842105,0.004328254847645429
2021,5,鹿島アントラーズ,14,4,0.13157894736842105,0.004328254847645429
2021,5,湘南ベルマーレ,15,3,0.13157894736842105,0.005771006463527238
2021,5,柏レイソル,16,3,0.13157894736842105,0.005771006463527238
2021,5,徳島ヴォルティス,17,2,0.13157894736842105,0.008656509695290858
2021,5,ベガルタ仙台,18,1,0.13157894736842105,0.017313019390581715
2021,5,ガンバ大阪,19,0,0.13157894736842105,0.017313019390581715
2021,5,横浜ＦＣ,20,0,0.13157894736842105,0.017313019390581715
2021,6,川崎フロンターレ,1,19,0.15789473684210525,0.02493074792243767
2021,6,名古屋グランパス,2,18,0.15789473684210525,0.012465373961218836
2021,6,サガン鳥栖,3,14,0.15789473684210525,0.0041551246537396115
2021,6,セレッソ大阪,4,13,0.15789473684210525,0.0035615354174910957
2021,6,サンフレッチェ広島,5,12,0.15789473684210525,0.003116343490304709
2021,6,ＦＣ東京,6,11,0.15789473684210525,0.0027700831024930744
2021,6,ヴィッセル神戸,7,11,0.15789473684210525,0.0027700831024930744
2021,6,横浜Ｆ・マリノス,8,10,0.15789473684210525,0.002493074792243767
2021,6,清水エスパルス,9,8,0.15789473684210525,0.003116343490304709
2021,6,アビスパ福岡,10,8,0.15789473684210525,0.003116343490304709
2021,6,大分トリニータ,11,5,0.15789473684210525,0.004986149584487534
2021,6,徳島ヴォルティス,12,5,0.15789473684210525,0.004986149584487534
2021,6,浦和レッズ,13,5,0.15789473684210525,0.004986149584487534
2021,6,北海道コンサドーレ札幌,14,4,0.15789473684210525,0.006232686980609418
2021,6,鹿島アントラーズ,15,4,0.15789473684210525,0.006232686980609418
2021,6,湘南ベルマーレ,16,4,0.15789473684210525,0.006232686980609418
2021,6,柏レイソル,17,3,0.15789473684210525,0.008310249307479223
2021,6,ベガルタ仙台,18,1,0.15789473684210525,0.02493074792243767
2021,6,ガンバ大阪,19,0,0.15789473684210525,0.02493074792243767
2021,6,横浜ＦＣ,20,0,0.15789473684210525,0.02493074792243767
2021,7,川崎フロンターレ,1,22,0.18421052631578946,0.03393351800554016
2021,7,名古屋グランパス,2,19,0.18421052631578946,0.00848337950138504
2021,7,セレッソ大阪,3,16,0.18421052631578946,0.00484764542936288
2021,7,サガン鳥栖,4,14,0.18421052631578946,0.003770390889504462
2021,7,ヴィッセル神戸,5,14,0.18421052631578946,0.003770390889504462
2021,7,サンフレッチェ広島,6,13,0.18421052631578946,0.0033933518005540165
2021,7,ＦＣ東京,7,12,0.18421052631578946,0.003084865273230924
2021,7,横浜Ｆ・マリノス,8,11,0.18421052631578946,0.003084865273230924
2021,7,徳島ヴォルティス,9,8,0.18421052631578946,0.00424168975069252
2021,7,清水エスパルス,10,8,0.18421052631578946,0.00424168975069252
2021,7,アビスパ福岡,10,8,0.18421052631578946,0.00424168975069252
2021,7,浦和レッズ,12,8,0.18421052631578946,0.00424168975069252
2021,7,北海道コンサドーレ札幌,13,7,0.18421052631578946,0.00484764542936288
2021,7,湘南ベルマーレ,14,5,0.18421052631578946,0.006786703601108033
2021,7,大分トリニータ,15,5,0.18421052631578946,0.006786703601108033
2021,7,鹿島アントラーズ,16,4,0.18421052631578946,0.00848337950138504
2021,7,柏レイソル,17,4,0.18421052631578946,0.00848337950138504
2021,7,ガンバ大阪,18,1,0.18421052631578946,0.03393351800554016
2021,7,横浜ＦＣ,19,1,0.18421052631578946,0.03393351800554016
2021,7,ベガルタ仙台,20,1,0.18421052631578946,0.03393351800554016
2021,8,川崎フロンターレ,1,25,0.21052631578947367,0.04432132963988919
2021,8,名古屋グランパス,2,20,0.21052631578947367,0.007386888273314865
2021,8,ヴィッセル神戸,3,17,0.21052631578947367,0.00492459218220991
2021,8,サンフレッチェ広島,4,16,0.21052631578947367,0.004432132963988919
2021,8,セレッソ大阪,5,16,0.21052631578947367,0.004432132963988919
2021,8,ＦＣ東京,6,15,0.21052631578947367,0.004029211785444472
2021,8,サガン鳥栖,7,14,0.21052631578947367,0.0036934441366574325
2021,8,横浜Ｆ・マリノス,8,14,0.21052631578947367,0.0036934441366574325
2021,8,徳島ヴォルティス,9,11,0.21052631578947367,0.004432132963988919
2021,8,浦和レッズ,10,11,0.21052631578947367,0.004432132963988919
2021,8,アビスパ福岡,11,9,0.21052631578947367,0.005540166204986149
2021,8,清水エスパルス,12,8,0.21052631578947367,0.006331618519984169
2021,8,北海道コンサドーレ札幌,13,7,0.21052631578947367,0.007386888273314865
2021,8,鹿島アントラーズ,14,7,0.21052631578947367,0.007386888273314865
2021,8,湘南ベルマーレ,15,6,0.21052631578947367,0.008864265927977838
2021,8,大分トリニータ,16,5,0.21052631578947367,0.011080332409972297
2021,8,柏レイソル,17,4,0.21052631578947367,0.01477377654662973
2021,8,ガンバ大阪,18,2,0.21052631578947367,0.04432132963988919
2021,8,ベガルタ仙台,19,1,0.21052631578947367,0.04432132963988919
2021,8,横浜ＦＣ,20,1,0.21052631578947367,0.04432132963988919
2021,9,川崎フロンターレ,1,28,0.23684210526315788,0.056094182825484756
2021,9,名古屋グランパス,2,23,0.23684210526315788,0.009349030470914125
2021,9,ヴィッセル神戸,3,18,0.23684210526315788,0.00509947116595316
2021,9,サガン鳥栖,4,17,0.23684210526315788,0.0046745152354570624
2021,9,セレッソ大阪,5,17,0.23684210526315788,0.0046745152354570624
2021,9,サンフレッチェ広島,6,16,0.23684210526315788,0.004314937140421905
2021,9,横浜Ｆ・マリノス,7,15,0.23684210526315788,0.004006727344677483
2021,9,ＦＣ東京,8,15,0.23684210526315788,0.004006727344677483
2021,9,浦和レッズ,9,14,0.23684210526315788,0.004314937140421905
2021,9,徳島ヴォルティス,10,11,0.23684210526315788,0.005609418282548476
2021,9,アビスパ福岡,11,10,0.23684210526315788,0.006232686980609417
2021,9,湘南ベルマーレ,12,9,0.23684210526315788,0.0070117728531855945
2021,9,清水エスパルス,13,9,0.23684210526315788,0.0070117728531855945
2021,9,北海道コンサドーレ札幌,14,8,0.23684210526315788,0.008013454689354965
2021,9,鹿島アントラーズ,15,8,0.23684210526315788,0.008013454689354965
2021,9,柏レイソル,16,7,0.23684210526315788,0.009349030470914125
2021,9,大分トリニータ,17,5,0.23684210526315788,0.014023545706371189
2021,9,ガンバ大阪,18,2,0.23684210526315788,0.056094182825484756
2021,9,ベガルタ仙台,19,2,0.23684210526315788,0.056094182825484756
2021,9,横浜ＦＣ,20,1,0.23684210526315788,0.056094182825484756
2021,10,川崎フロンターレ,1,32,0.2631578947368421,0.06925207756232686
2021,10,名古屋グランパス,2,26,0.2631578947368421,0.009893153937475266
2021,10,サガン鳥栖,3,20,0.2631578947368421,0.005327082889409759
2021,10,セレッソ大阪,4,20,0.2631578947368421,0.005327082889409759
2021,10,ヴィッセル神戸,5,19,0.2631578947368421,0.004946576968737633
2021,10,横浜Ｆ・マリノス,6,18,0.2631578947368421,0.004946576968737633
2021,10,サンフレッチェ広島,7,17,0.2631578947368421,0.005327082889409759
2021,10,ＦＣ東京,8,15,0.2631578947368421,0.0062956434147569875
2021,10,徳島ヴォルティス,9,14,0.2631578947368421,0.006925207756232687
2021,10,浦和レッズ,10,14,0.2631578947368421,0.006925207756232687
2021,10,アビスパ福岡,11,13,0.2631578947368421,0.007694675284702984
2021,10,鹿島アントラーズ,12,11,0.2631578947368421,0.009893153937475266
2021,10,湘南ベルマーレ,13,10,0.2631578947368421,0.011542012927054476
2021,10,清水エスパルス,14,10,0.2631578947368421,0.011542012927054476
2021,10,柏レイソル,15,10,0.2631578947368421,0.011542012927054476
2021,10,北海道コンサドーレ札幌,16,8,0.2631578947368421,0.017313019390581715
2021,10,ガンバ大阪,17,6,0.2631578947368421,0.03462603878116343
2021,10,大分トリニータ,18,5,0.2631578947368421,0.06925207756232686
2021,10,ベガルタ仙台,19,3,0.2631578947368421,0.06925207756232686
2021,10,横浜ＦＣ,20,2,0.2631578947368421,0.06925207756232686
2021,11,川崎フロンターレ,1,6,0.2894736842105263,0.08379501385041552
2021,11,北海道コンサドーレ札幌,2,3,0.2894736842105263,0.02094875346260388
2021,11,清水エスパルス,3,3,0.2894736842105263,0.02094875346260388
2021,11,セレッソ大阪,4,3,0.2894736842105263,0.02094875346260388
2021,11,名古屋グランパス,5,3,0.2894736842105263,0.02094875346260388
2021,11,ヴィッセル神戸,6,3,0.2894736842105263,0.02094875346260388
2021,11,サガン鳥栖,6,3,0.2894736842105263,0.02094875346260388
2021,11,ベガルタ仙台,8,1,0.2894736842105263,0.04189750692520776
2021,11,浦和レッズ,8,1,0.2894736842105263,0.04189750692520776
2021,11,ＦＣ東京,8,1,0.2894736842105263,0.04189750692520776
2021,11,サンフレッチェ広島,8,1,0.2894736842105263,0.04189750692520776
2021,11,徳島ヴォルティス,8,1,0.2894736842105263,0.04189750692520776
2021,11,大分トリニータ,8,1,0.2894736842105263,0.04189750692520776
2021,11,アビスパ福岡,14,0,0.2894736842105263,0.08379501385041552
2021,11,湘南ベルマーレ,15,0,0.2894736842105263,0.08379501385041552
2021,11,ガンバ大阪,15,0,0.2894736842105263,0.08379501385041552
2021,11,鹿島アントラーズ,17,0,0.2894736842105263,0.08379501385041552
2021,11,柏レイソル,18,0,0.2894736842105263,0.08379501385041552
2021,11,横浜Ｆ・マリノス,18,0,0.2894736842105263,0.08379501385041552
2021,11,横浜ＦＣ,20,0,0.2894736842105263,0.08379501385041552
2021,12,川崎フロンターレ,1,38,0.3157894736842105,0.09972299168975068
2021,12,名古屋グランパス,2,29,0.3157894736842105,0.009972299168975069
2021,12,サガン鳥栖,3,26,0.3157894736842105,0.007670999360750053
2021,12,横浜Ｆ・マリノス,4,24,0.3157894736842105,0.006648199445983379
2021,12,ヴィッセル神戸,5,23,0.3157894736842105,0.006232686980609418
2021,12,セレッソ大阪,6,21,0.3157894736842105,0.006648199445983379
2021,12,アビスパ福岡,7,19,0.3157894736842105,0.007670999360750053
2021,12,サンフレッチェ広島,8,17,0.3157894736842105,0.009065726517250062
2021,12,浦和レッズ,9,17,0.3157894736842105,0.009065726517250062
2021,12,鹿島アントラーズ,10,15,0.3157894736842105,0.011080332409972297
2021,12,ＦＣ東京,11,15,0.3157894736842105,0.011080332409972297
2021,12,徳島ヴォルティス,12,14,0.3157894736842105,0.012465373961218836
2021,12,柏レイソル,13,13,0.3157894736842105,0.014246141669964383
2021,12,北海道コンサドーレ札幌,14,12,0.3157894736842105,0.016620498614958446
2021,12,湘南ベルマーレ,15,12,0.3157894736842105,0.016620498614958446
2021,12,清水エスパルス,16,11,0.3157894736842105,0.019944598337950138
2021,12,大分トリニータ,17,8,0.3157894736842105,0.04986149584487534
2021,12,ガンバ大阪,18,7,0.3157894736842105,0.09972299168975068
2021,12,ベガルタ仙台,19,6,0.3157894736842105,0.09972299168975068
2021,12,横浜ＦＣ,20,2,0.3157894736842105,0.09972299168975068
2021,13,川崎フロンターレ,1,41,0.34210526315789475,0.11703601108033242
2021,13,名古屋グランパス,2,32,0.34210526315789475,0.011703601108033243
2021,13,横浜Ｆ・マリノス,3,27,0.34210526315789475,0.007802400738688827
2021,13,サガン鳥栖,4,27,0.34210526315789475,0.007802400738688827
2021,13,ヴィッセル神戸,5,23,0.34210526315789475,0.006884471240019554
2021,13,アビスパ福岡,6,22,0.34210526315789475,0.007314750692520776
2021,13,セレッソ大阪,7,21,0.34210526315789475,0.007802400738688827
2021,13,浦和レッズ,8,20,0.34210526315789475,0.008359715077166601
2021,13,鹿島アントラーズ,9,18,0.34210526315789475,0.009753000923361035
2021,13,サンフレッチェ広島,10,18,0.34210526315789475,0.009753000923361035
2021,13,北海道コンサドーレ札幌,11,15,0.34210526315789475,0.013004001231148046
2021,13,湘南ベルマーレ,12,15,0.34210526315789475,0.013004001231148046
2021,13,ＦＣ東京,13,15,0.34210526315789475,0.013004001231148046
2021,13,徳島ヴォルティス,14,14,0.34210526315789475,0.014629501385041552
2021,13,柏レイソル,15,13,0.34210526315789475,0.016719430154333203
2021,13,清水エスパルス,16,12,0.34210526315789475,0.01950600184672207
2021,13,大分トリニータ,17,8,0.34210526315789475,0.05851800554016621
2021,13,ガンバ大阪,18,7,0.34210526315789475,0.11703601108033242
2021,13,ベガルタ仙台,19,6,0.34210526315789475,0.11703601108033242
2021,13,横浜ＦＣ,20,3,0.34210526315789475,0.11703601108033242
2021,14,川崎フロンターレ,1,45,0.3684210526315789,0.13573407202216065
2021,14,名古屋グランパス,2,35,0.3684210526315789,0.012339461092923696
2021,14,サガン鳥栖,3,28,0.3684210526315789,0.007540781779008924
2021,14,横浜Ｆ・マリノス,4,27,0.3684210526315789,0.007143898527482139
2021,14,アビスパ福岡,5,25,0.3684210526315789,0.007143898527482139
2021,14,鹿島アントラーズ,6,24,0.3684210526315789,0.007540781779008924
2021,14,ヴィッセル神戸,7,24,0.3684210526315789,0.007540781779008924
2021,14,浦和レッズ,8,23,0.3684210526315789,0.007984357177774156
2021,14,セレッソ大阪,9,22,0.3684210526315789,0.00848337950138504
2021,14,サンフレッチェ広島,10,21,0.3684210526315789,0.009048938134810709
2021,14,ＦＣ東京,11,18,0.3684210526315789,0.011311172668513387
2021,14,徳島ヴォルティス,12,17,0.3684210526315789,0.012339461092923696
2021,14,北海道コンサドーレ札幌,13,15,0.3684210526315789,0.015081563558017848
2021,14,湘南ベルマーレ,14,15,0.3684210526315789,0.015081563558017848
2021,14,柏レイソル,15,13,0.3684210526315789,0.01939058171745152
2021,14,清水エスパルス,16,12,0.3684210526315789,0.022622345337026773
2021,14,大分トリニータ,17,9,0.3684210526315789,0.045244690674053546
2021,14,ガンバ大阪,18,7,0.3684210526315789,0.13573407202216065
2021,14,ベガルタ仙台,19,7,0.3684210526315789,0.13573407202216065
2021,14,横浜ＦＣ,20,6,0.3684210526315789,0.13573407202216065
2021,15,川崎フロンターレ,1,48,0.39473684210526316,0.15581717451523547
2021,15,名古屋グランパス,2,36,0.39473684210526316,0.011985936501171959
2021,15,サガン鳥栖,3,31,0.39473684210526316,0.00865650969529086
2021,15,横浜Ｆ・マリノス,4,28,0.39473684210526316,0.007790858725761774
2021,15,アビスパ福岡,5,28,0.39473684210526316,0.007790858725761774
2021,15,浦和レッズ,6,26,0.39473684210526316,0.00865650969529086
2021,15,鹿島アントラーズ,7,24,0.39473684210526316,0.009738573407202217
2021,15,ヴィッセル神戸,8,24,0.39473684210526316,0.009738573407202217
2021,15,サンフレッチェ広島,9,24,0.39473684210526316,0.009738573407202217
2021,15,セレッソ大阪,10,22,0.39473684210526316,0.011129798179659676
2021,15,ＦＣ東京,11,21,0.39473684210526316,0.011985936501171959
2021,15,北海道コンサドーレ札幌,12,18,0.39473684210526316,0.015581717451523548
2021,15,徳島ヴォルティス,13,18,0.39473684210526316,0.015581717451523548
2021,15,湘南ベルマーレ,14,15,0.39473684210526316,0.02225959635931935
2021,15,柏レイソル,15,14,0.39473684210526316,0.025969529085872578
2021,15,清水エスパルス,16,12,0.39473684210526316,0.03895429362880887
2021,15,ベガルタ仙台,17,10,0.39473684210526316,0.07790858725761773
2021,15,大分トリニータ,18,9,0.39473684210526316,0.15581717451523547
2021,15,ガンバ大阪,19,7,0.39473684210526316,0.15581717451523547
2021,15,横浜ＦＣ,20,6,0.39473684210526316,0.15581717451523547
2021,16,川崎フロンターレ,1,49,0.42105263157894735,0.17728531855955676
2021,16,名古屋グランパス,2,36,0.42105263157894735,0.012663237039968338
2021,16,サガン鳥栖,3,32,0.42105263157894735,0.00984918436441982
2021,16,横浜Ｆ・マリノス,4,31,0.42105263157894735,0.009330806239976671
2021,16,アビスパ福岡,5,29,0.42105263157894735,0.008864265927977838
2021,16,鹿島アントラーズ,6,27,0.42105263157894735,0.00984918436441982
2021,16,ヴィッセル神戸,7,27,0.42105263157894735,0.00984918436441982
2021,16,浦和レッズ,8,27,0.42105263157894735,0.00984918436441982
2021,16,サンフレッチェ広島,9,25,0.42105263157894735,0.011080332409972297
2021,16,セレッソ大阪,10,22,0.42105263157894735,0.013637332196888983
2021,16,ＦＣ東京,11,21,0.42105263157894735,0.01477377654662973
2021,16,北海道コンサドーレ札幌,12,19,0.42105263157894735,0.017728531855955677
2021,16,徳島ヴォルティス,13,18,0.42105263157894735,0.01969836872883964
2021,16,湘南ベルマーレ,14,16,0.42105263157894735,0.025326474079936677
2021,16,清水エスパルス,15,15,0.42105263157894735,0.02954755309325946
2021,16,柏レイソル,16,14,0.42105263157894735,0.03545706371191135
2021,16,ベガルタ仙台,17,13,0.42105263157894735,0.04432132963988919
2021,16,ガンバ大阪,18,10,0.42105263157894735,0.17728531855955676
2021,16,大分トリニータ,19,9,0.42105263157894735,0.17728531855955676
2021,16,横浜ＦＣ,20,7,0.42105263157894735,0.17728531855955676
2021,17,川崎フロンターレ,1,52,0.4473684210526316,0.20013850415512466
2021,17,名古屋グランパス,2,37,0.4473684210526316,0.012508656509695291
2021,17,横浜Ｆ・マリノス,3,34,0.4473684210526316,0.010533605481848665
2021,17,サガン鳥栖,4,33,0.4473684210526316,0.010006925207756234
2021,17,アビスパ福岡,5,29,0.4473684210526316,0.011772853185595568
2021,17,ヴィッセル神戸,6,28,0.4473684210526316,0.012508656509695291
2021,17,浦和レッズ,7,28,0.4473684210526316,0.012508656509695291
2021,17,鹿島アントラーズ,8,27,0.4473684210526316,0.013342566943674977
2021,17,サンフレッチェ広島,9,26,0.4473684210526316,0.014295607439651761
2021,17,セレッソ大阪,10,23,0.4473684210526316,0.018194409468647695
2021,17,北海道コンサドーレ札幌,11,22,0.4473684210526316,0.020013850415512468
2021,17,ＦＣ東京,12,22,0.4473684210526316,0.020013850415512468
2021,17,徳島ヴォルティス,13,19,0.4473684210526316,0.028591214879303523
2021,17,湘南ベルマーレ,14,17,0.4473684210526316,0.040027700831024936
2021,17,清水エスパルス,15,15,0.4473684210526316,0.06671283471837489
2021,17,柏レイソル,16,14,0.4473684210526316,0.10006925207756233
2021,17,ベガルタ仙台,17,14,0.4473684210526316,0.10006925207756233
2021,17,ガンバ大阪,18,13,0.4473684210526316,0.20013850415512466
2021,17,大分トリニータ,19,12,0.4473684210526316,0.20013850415512466
2021,17,横浜ＦＣ,20,7,0.4473684210526316,0.20013850415512466
2021,18,川崎フロンターレ,1,28,0.47368421052631576,0.22437673130193903
2021,18,名古屋グランパス,2,23,0.47368421052631576,0.0373961218836565
2021,18,ヴィッセル神戸,3,18,0.47368421052631576,0.02039788466381264
2021,18,サガン鳥栖,4,17,0.47368421052631576,0.01869806094182825
2021,18,セレッソ大阪,5,17,0.47368421052631576,0.01869806094182825
2021,18,サンフレッチェ広島,6,16,0.47368421052631576,0.01869806094182825
2021,18,横浜Ｆ・マリノス,7,15,0.47368421052631576,0.02039788466381264
2021,18,ＦＣ東京,8,15,0.47368421052631576,0.02039788466381264
2021,18,徳島ヴォルティス,9,14,0.47368421052631576,0.022437673130193903
2021,18,浦和レッズ,10,14,0.47368421052631576,0.022437673130193903
2021,18,アビスパ福岡,11,10,0.47368421052631576,0.0373961218836565
2021,18,湘南ベルマーレ,12,9,0.47368421052631576,0.044875346260387805
2021,18,清水エスパルス,13,9,0.47368421052631576,0.044875346260387805
2021,18,北海道コンサドーレ札幌,14,8,0.47368421052631576,0.056094182825484756
2021,18,鹿島アントラーズ,15,8,0.47368421052631576,0.056094182825484756
2021,18,柏レイソル,16,7,0.47368421052631576,0.074792243767313
2021,18,ガンバ大阪,17,5,0.47368421052631576,0.22437673130193903
2021,18,大分トリニータ,18,5,0.47368421052631576,0.22437673130193903
2021,18,ベガルタ仙台,19,2,0.47368421052631576,0.22437673130193903
2021,18,横浜ＦＣ,20,1,0.47368421052631576,0.22437673130193903
2021,19,川崎フロンターレ,1,31,0.5,0.25
2021,19,名古屋グランパス,2,26,0.5,0.041666666666666664
2021,19,ヴィッセル神戸,3,18,0.5,0.017857142857142856
2021,19,サガン鳥栖,4,17,0.5,0.019230769230769232
2021,19,セレッソ大阪,5,17,0.5,0.019230769230769232
2021,19,サンフレッチェ広島,6,16,0.5,0.020833333333333332
2021,19,横浜Ｆ・マリノス,7,15,0.5,0.022727272727272728
2021,19,ＦＣ東京,8,15,0.5,0.022727272727272728
2021,19,徳島ヴォルティス,9,14,0.5,0.025
2021,19,浦和レッズ,10,14,0.5,0.025
2021,19,アビスパ福岡,11,10,0.5,0.041666666666666664
2021,19,湘南ベルマーレ,12,9,0.5,0.05
2021,19,清水エスパルス,13,9,0.5,0.05
2021,19,北海道コンサドーレ札幌,14,8,0.5,0.0625
2021,19,鹿島アントラーズ,15,8,0.5,0.0625
2021,19,柏レイソル,16,7,0.5,0.08333333333333333
2021,19,ガンバ大阪,17,5,0.5,0.25
2021,19,大分トリニータ,18,5,0.5,0.25
2021,19,ベガルタ仙台,19,2,0.5,0.25
